10110,香港信維通信有限公司,設立分公司,香港商信維通信有限公司在臺分公司," 	3,000,000 ",電子零組件製造業,,
10110,軟通動力香港有限公司,投資現有公司,聚通資訊股份有限公司," 	3,000,000 ",批發及零售業,陸資持股已全數轉讓,
10205,深圳市益力盛電子有限公司,投資現有公司,台灣益力盛電子有限公司," 	3,000,000 ",電子零組件製造業,解散,
10205,大陸地區人民,新設公司,美爾康生物科技股份有限公司," 	3,000,000 ",批發及零售業,,
10206,香港商香港淼昇科技有限公司,新設公司,台灣淼昇電子有限公司," 	3,000,000 ",金屬製品製造業,,
10211,英屬維京群島商智美網路科技有限公司,設立分公司,英屬維京群島商智美資訊科技有限公司台灣分公司,"3,000,000",批發及零售業,,
10302,英屬維京群島商福聯集團有限公司,新設公司,福聯有限公司,"3,000,000",批發及零售業,,
10303,大陸地區人民,新設公司,同裕科技實業有限公司,"3,000,000",批發及零售業,,
10404,大陸地區人民,投資現有公司,賽門工業股份有限公司,"3,000,000",塑膠製品製造業,,
10208,大陸地區人民,增資,健拓研創有限公司," 	3,150,000 ",批發及零售業,,
09810,"薩摩亞商盟益集團股份有限公司
（MINT PROFIT GROUP CO.,LTD.）",投資現有公司,數字科技股份有限公司," 	3,200,000 ",資訊軟體服務業,陸資持股已全數轉讓,
10003,大陸地區人民,新設公司,紅蜘蛛互動科技有限公司," 	3,200,000 ",批發及零售業,,
10301,大陸地區人民,增資,超達閥門股份有限公司," 	3,200,000 ",批發及零售業,,
09906,大陸地區人民,增資,芯智股份有限公司," 	3,400,000 ",電子零組件製造業,,
